id,world_id,country_code,country,web,visit,purchase,download
4,1,1,United States,3,1,1,0
9,1,1,United States,4,3,1,6
14,9,1,United States,4,3,1,30
57,1,1,United States,5,1,1,2
62,1,5,Nicaragua,4,3,0,0
67,9,1,United States,5,2,1,0
72,9,1,United States,5,1,0,0
75,9,5,Indonesia,3,2,0,35
77,9,5,Indonesia,4,0,0,0
78,9,5,Indonesia,4,3,1,25
86,9,5,Japan,5,1,0,5
87,9,5,Indonesia,5,1,1,5
88,9,5,Greece,4,3,0,30
91,1,5,Japan,5,0,0,0
93,9,5,Indonesia,5,3,0,10
96,9,2,United Kingdom,4,2,0,25
97,9,2,United Kingdom,4,1,0,0
98,9,5,Australia,4,1,1,20
99,1,5,Germany,4,1,1,0
100,9,5,Portugal,5,3,1,10
101,9,5,Hungary,4,3,1,5
103,1,5,Poland,4,0,0,0
105,9,1,United States,4,1,0,0
107,1,1,United States,4,2,1,0
112,1,1,United States,4,1,0,0
113,9,1,United States,5,1,0,0
115,9,1,United States,5,2,1,20
119,9,2,United Kingdom,5,1,0,0
121,9,1,United States,5,1,0,2
128,9,1,United States,4,2,0,5
131,9,1,United States,5,2,0,1
132,1,1,United States,4,2,1,3
134,9,1,United States,5,3,1,15
138,9,5,Mexico,4,3,1,100
139,9,1,United States,5,1,1,0
142,9,2,United Kingdom,5,0,0,10
146,9,5,Indonesia,4,1,1,5
147,9,5,India,5,1,0,0
150,9,1,United States,5,2,1,5
151,9,5,Indonesia,5,3,0,100
152,9,5,New Zealand,4,1,1,10
154,1,1,United States,5,1,1,3
157,9,1,United States,5,3,1,36
159,1,5,Norway,4,3,1,100
163,1,1,United States,4,1,0,0
166,9,1,United States,5,1,1,7
172,9,1,United States,4,1,1,0
174,1,1,United States,4,0,0,0
181,1,1,United States,4,0,0,1
183,9,1,United States,5,3,0,0
189,9,1,United States,5,3,1,20
194,9,1,United States,5,3,1,15
195,9,1,United States,5,3,1,30
197,9,1,United States,5,1,1,0
203,1,1,United States,5,3,1,5
204,9,1,United States,5,3,1,400
206,9,1,United States,4,3,1,0
207,9,1,United States,4,3,1,50
209,9,1,United States,5,3,1,0
210,9,1,United States,5,3,1,25
213,1,1,United States,5,2,0,0
214,1,1,United States,5,1,1,5
218,9,1,United States,5,1,1,0
219,9,5,Indonesia,5,1,0,0
221,9,5,Australia,5,3,1,5
222,9,5,Indonesia,5,3,1,0
228,1,1,United States,4,2,0,0
229,9,5,Indonesia,5,0,1,2
233,9,5,Indonesia,5,1,0,0
234,9,5,Indonesia,4,0,0,0
236,9,1,United States,4,0,0,0
237,9,1,United States,3,3,0,20
238,9,2,United Kingdom,5,2,1,3
239,9,3,Canada,4,3,1,0
241,1,1,United States,4,1,0,0
246,9,4,Brazil,3,3,1,3
247,9,1,United States,5,3,1,150
251,9,1,United States,5,3,1,50
257,9,1,United States,5,3,1,250
258,1,1,United States,5,1,0,2
261,9,5,Indonesia,3,0,0,0
262,9,5,Indonesia,4,3,1,15
263,1,1,United States,5,1,1,0
265,1,1,United States,5,3,1,0
269,1,1,United States,5,3,1,10
270,1,5,Indonesia,5,3,1,15
271,9,5,Indonesia,4,0,0,1
282,1,5,Indonesia,4,3,1,5
290,9,5,Saudi Arabia,4,1,0,0
293,9,5,France,5,3,0,50
294,1,1,United States,4,1,1,2
295,9,1,United States,5,3,1,0
296,9,2,United Kingdom,5,0,0,0
300,9,1,United States,5,1,1,0
303,9,1,United States,2,0,0,0
307,9,1,United States,3,0,1,0
308,9,1,United States,3,0,0,0
310,9,1,United States,5,1,1,0
313,9,5,Albania,5,1,0,44
314,1,1,United States,2,2,1,0
323,9,5,Indonesia,4,0,0,0
327,9,1,United States,4,3,1,0
329,1,1,United States,4,1,0,0
331,9,1,United States,5,3,1,5
334,9,1,United States,5,3,1,150
336,9,1,United States,5,2,0,20
337,9,1,United States,4,1,1,3
339,1,1,United States,4,1,0,1
340,9,1,United States,5,1,0,0
344,9,1,United States,4,2,1,0
352,9,1,United States,4,1,0,10
354,1,1,United States,5,0,1,2
357,9,1,United States,5,2,1,5
359,9,1,United States,5,1,0,20
364,9,1,United States,5,3,1,0
365,9,5,Portugal,4,0,1,2
369,9,1,United States,5,2,1,6
371,9,5,Indonesia,3,1,0,0
378,1,1,United States,5,2,1,0
384,1,1,United States,5,2,1,0
388,9,1,United States,5,2,1,5
393,9,1,United States,4,1,1,0
397,9,5,Indonesia,4,1,0,10
398,9,5,Indonesia,5,1,0,10
404,9,1,United States,5,2,0,1
409,9,1,United States,5,3,1,25
413,9,5,Indonesia,4,1,0,0
416,9,5,Indonesia,4,3,0,20
421,1,3,Canada,5,1,1,12
423,1,1,United States,5,1,0,6
424,9,1,United States,5,1,1,34
425,9,1,United States,4,1,1,0
428,9,1,United States,4,1,1,5
430,9,1,United States,4,0,0,0
431,1,1,United States,4,0,0,0
432,9,1,United States,5,2,1,130
435,9,1,United States,4,3,1,1
442,1,2,United Kingdom,5,3,0,25
448,9,1,United States,5,3,1,10
451,9,1,United States,5,1,1,3
452,1,5,Jordan,4,3,0,5
453,9,1,United States,4,1,1,0
458,9,1,United States,5,3,1,60
461,9,1,United States,4,1,1,0
462,9,1,United States,5,1,0,0
472,1,2,United Kingdom,5,1,1,20
473,9,1,United States,5,2,1,1
482,9,1,United States,4,1,1,0
484,9,1,United States,4,2,1,7
487,9,1,United States,5,1,1,0
489,9,2,United Kingdom,5,1,1,10
490,9,1,United States,5,3,1,30
496,1,1,United States,5,2,1,0
498,1,1,United States,5,0,0,0
505,9,1,United States,5,1,1,0
508,9,1,United States,5,1,1,5
511,1,3,Canada,4,2,1,5
512,1,1,United States,4,1,1,2
517,9,1,United States,4,1,1,50
518,1,2,United Kingdom,3,2,1,12
523,1,1,United States,5,1,1,100
524,9,1,United States,5,3,1,250
525,9,1,United States,5,0,0,0
526,9,1,United States,3,1,1,0
528,9,1,United States,5,2,1,2000
530,1,1,United States,3,0,1,0
531,9,1,United States,5,3,1,10
535,9,1,United States,5,0,0,0
536,9,1,United States,5,2,1,0
542,1,1,United States,5,2,1,0
549,9,4,Brazil,4,2,0,30
554,9,4,Brazil,5,3,1,12
564,9,5,Belarus,4,0,0,30
565,9,1,United States,5,2,0,5
566,9,3,Canada,5,1,1,0
571,9,1,United States,3,1,0,15
574,9,1,United States,3,2,1,5
575,9,5,Australia,5,2,0,0
576,1,1,United States,4,2,1,0
577,9,1,United States,4,1,1,4
580,1,1,United States,5,2,1,20
582,9,5,Australia,5,2,1,0
584,9,5,Australia,4,2,1,0
587,9,1,United States,3,1,0,0
593,9,1,United States,5,1,1,10
595,1,5,Finland,4,2,1,0
596,9,5,Sweden,5,3,1,25
603,1,1,United States,4,1,1,4
606,9,5,Lebanon,4,2,0,75
610,9,1,United States,4,2,1,0
611,9,1,United States,4,2,1,0
624,9,1,United States,5,2,1,0
625,9,1,United States,5,2,1,0
626,9,1,United States,4,1,1,0
629,9,3,Canada,4,1,1,20
630,1,1,United States,4,2,1,0
636,9,5,Andorra,5,1,1,20
640,9,5,Germany,4,1,0,1
643,9,1,United States,4,0,0,0
644,1,2,United Kingdom,5,3,1,0
645,1,1,United States,5,3,0,0
650,9,1,United States,4,3,1,0
651,1,1,United States,5,3,1,30
654,9,1,United States,5,3,1,5
656,9,1,United States,5,1,1,3
657,9,1,United States,3,1,1,0
661,1,1,United States,5,3,1,50
665,1,1,United States,5,3,0,30
666,9,1,United States,4,2,1,2
667,9,1,United States,4,2,1,20
675,9,1,United States,5,0,1,10
679,9,1,United States,5,1,1,0
684,1,1,United States,4,2,1,0
685,1,1,United States,5,3,1,15
687,9,1,United States,4,3,0,0
697,9,1,United States,5,2,1,3
713,1,1,United States,4,3,1,8
716,9,1,United States,5,1,0,0
718,9,3,Canada,5,1,1,0
722,9,5,Portugal,4,1,0,20
724,9,5,Portugal,5,3,0,300
727,1,5,Portugal,5,0,1,0
730,9,5,Portugal,5,1,0,10
732,9,5,Portugal,5,2,1,0
736,1,5,Portugal,4,0,0,0
737,9,5,Denmark,5,0,0,0
740,9,5,Portugal,4,2,1,0
741,9,1,United States,5,2,0,10
742,1,1,United States,4,3,1,25
745,9,1,United States,5,3,1,40
748,9,1,United States,4,2,0,5
756,9,2,United Kingdom,5,2,1,2
760,1,5,Portugal,4,3,1,10
763,1,1,United States,5,1,1,0
768,9,5,Portugal,4,1,0,2
769,1,1,United States,5,3,1,25
774,1,1,United States,5,1,0,5
775,1,1,United States,4,3,1,14
781,9,1,United States,5,1,1,1
783,9,1,United States,5,3,1,5
785,9,1,United States,4,1,1,15
787,1,5,Portugal,4,3,1,100
788,1,1,United States,5,3,1,0
790,9,1,United States,4,2,1,89
791,9,1,United States,5,1,1,0
797,1,1,United States,5,3,0,5
798,9,1,United States,5,2,1,0
800,9,1,United States,5,2,1,75
808,9,1,United States,3,2,1,1
811,9,5,Indonesia,4,0,0,0
819,1,1,United States,4,3,1,120
825,1,1,United States,5,1,0,0
831,9,1,United States,4,2,1,0
833,1,5,Australia,4,2,1,300
840,1,1,United States,5,1,1,0
841,9,1,United States,4,1,1,0
846,9,1,United States,5,1,1,45
849,9,1,United States,4,1,1,0
850,1,1,United States,4,0,0,0
852,9,5,Indonesia,4,3,0,2
853,9,1,United States,4,2,1,1
858,9,1,United States,5,1,0,0
859,9,1,United States,5,3,1,20
864,9,1,United States,5,2,0,0
867,9,1,United States,5,1,0,0
876,9,2,United Kingdom,5,1,1,45
881,9,1,United States,4,2,1,5
884,9,3,Canada,5,1,1,2
887,9,1,United States,5,2,0,0
888,1,1,United States,5,0,0,0
891,9,1,United States,5,1,0,0
893,9,2,United Kingdom,5,1,0,0
897,1,1,United States,5,2,1,0
898,9,1,United States,5,1,0,0
899,1,4,Brazil,4,3,0,100
908,9,1,United States,5,3,1,2
909,9,1,United States,4,1,1,0
910,1,1,United States,4,0,0,1
911,9,1,United States,4,3,1,0
917,1,1,United States,4,1,1,0
918,9,1,United States,5,2,1,50
920,9,1,United States,5,2,1,15
929,1,1,United States,5,2,1,10
931,9,5,Colombia,5,3,1,50
936,9,5,Austria,4,3,1,0
939,1,1,United States,4,3,1,4
947,9,1,United States,4,3,1,0
948,9,4,Brazil,4,2,1,50
956,1,1,United States,5,1,0,0
957,9,1,United States,5,3,1,30
962,9,1,United States,5,1,1,2
964,9,1,United States,4,1,1,0
967,9,1,United States,5,3,1,50
973,1,1,United States,5,3,1,0
980,1,1,United States,5,2,1,15
984,9,1,United States,4,1,0,1
991,9,1,United States,5,3,1,0
992,9,1,United States,5,3,1,20
993,1,1,United States,4,3,1,0
997,9,1,United States,4,1,1,39
999,9,1,United States,4,3,1,15
1000,9,1,United States,4,2,1,15
1002,9,1,United States,5,0,0,0
1008,9,1,United States,5,3,1,0
1009,9,1,United States,5,1,0,0
1010,9,1,United States,3,1,1,0
1011,9,1,United States,3,2,1,0
1012,9,1,United States,5,3,1,15
1016,1,1,United States,5,3,0,0
1018,9,3,Canada,5,3,0,0
1021,9,1,United States,5,1,1,5
1022,9,1,United States,3,0,1,0
1029,9,1,United States,4,3,0,0
1036,9,5,Austria,5,3,1,20
1037,9,1,United States,4,1,1,3
1040,9,5,Germany,5,3,1,0
1042,9,1,United States,5,3,0,0
1051,9,1,United States,4,1,0,0
1061,9,1,United States,2,1,0,0
1063,9,1,United States,5,0,1,10
1064,9,1,United States,4,3,1,20
1067,9,1,United States,4,2,1,0
1069,9,1,United States,4,1,1,3
1070,9,1,United States,4,1,1,60
1071,9,1,United States,4,3,0,0
1075,1,1,United States,3,2,1,15
1076,9,1,United States,5,3,0,5
1079,1,1,United States,4,1,0,2
1080,1,1,United States,5,1,1,0
1084,1,1,United States,5,0,0,0
1085,1,3,Canada,5,2,1,0
1086,9,1,United States,4,1,1,0
1089,9,1,United States,5,1,1,40
1090,1,1,United States,5,0,0,0
1095,9,1,United States,5,1,1,1
1105,9,1,United States,5,1,1,0
1106,9,1,United States,4,3,1,15
1107,9,1,United States,4,3,1,0
1108,9,1,United States,4,1,1,2
1110,9,1,United States,5,3,1,0
1111,9,1,United States,5,1,1,0
1113,9,1,United States,5,2,1,5
1117,9,1,United States,5,3,1,600
1131,1,1,United States,4,1,1,3
1134,9,1,United States,4,3,1,20
1137,1,1,United States,5,2,1,10
1139,1,5,Portugal,5,1,1,2
1141,9,1,United States,5,3,1,10
1145,9,1,United States,5,1,1,2
1148,9,1,United States,5,1,0,20
1149,9,1,United States,5,1,1,5
1155,1,1,United States,5,1,0,2
1157,1,1,United States,5,3,1,0
1159,1,1,United States,5,1,0,0
1161,1,2,United Kingdom,5,1,1,0
1163,1,3,Canada,4,3,0,50
1167,1,5,New Zealand,3,1,1,2
1169,9,1,United States,5,3,1,9
1171,1,1,United States,5,1,1,1
1174,9,1,United States,4,1,0,10
1178,9,1,United States,4,1,1,0
1181,9,2,United Kingdom,5,1,1,5
1182,1,1,United States,5,3,1,0
1186,9,1,United States,3,1,1,4
1189,9,3,Canada,5,2,0,0
1191,1,1,United States,5,0,1,6
1206,1,1,United States,4,2,0,0
1208,9,1,United States,4,3,1,300
1215,9,1,United States,4,2,0,0
1229,1,1,United States,5,1,0,0
1231,1,2,United Kingdom,5,1,0,0
1240,1,1,United States,4,2,0,15
1243,1,1,United States,4,1,1,0
1244,1,1,United States,4,3,0,10
1245,9,1,United States,5,3,1,50
1246,9,1,United States,5,1,1,10
1247,9,1,United States,5,3,1,4
1248,1,2,United Kingdom,5,0,1,4
1249,1,1,United States,5,2,1,20
1253,9,1,United States,5,3,1,100
1268,1,3,Canada,5,2,1,30
1273,9,1,United States,4,2,1,10
1277,9,1,United States,5,0,0,10
1278,9,1,United States,5,0,0,0
1280,1,1,United States,5,3,1,20
1286,9,1,United States,5,3,1,25
1287,1,1,United States,5,3,1,20
1289,9,1,United States,5,3,1,25
1292,9,1,United States,5,1,1,0
1297,9,1,United States,5,3,1,20
1298,1,1,United States,4,1,1,3
1300,9,1,United States,5,3,1,15
1303,9,1,United States,5,3,1,15
1310,9,1,United States,5,2,1,500
1311,1,1,United States,5,1,1,50
1314,9,5,Germany,5,3,1,15
1315,9,1,United States,5,3,1,0
1317,9,1,United States,5,2,1,25
1321,9,1,United States,4,3,1,19
1322,9,1,United States,5,2,1,30
1325,1,1,United States,5,2,1,12
1328,9,1,United States,5,3,1,200
1331,9,1,United States,5,3,1,250
1335,1,2,United Kingdom,5,3,1,150
1344,9,1,United States,5,3,1,10
1346,1,1,United States,5,1,1,2
1348,1,5,Latvia,4,2,0,3
1349,9,5,Portugal,4,3,1,0
1350,9,1,United States,4,1,1,2
1351,9,2,United Kingdom,5,2,1,20
1358,9,1,United States,5,2,1,50
1362,9,2,United Kingdom,5,3,1,300
1366,9,1,United States,5,3,1,15
1372,1,1,United States,5,2,1,3
1376,1,1,United States,5,3,1,0
1380,9,2,United Kingdom,5,3,1,8
1381,9,1,United States,5,3,1,15
1383,9,1,United States,5,2,1,24
1392,9,1,United States,5,2,0,0
1394,1,1,United States,5,3,1,5
1397,9,1,United States,4,1,1,0
1398,9,1,United States,5,3,1,0
1405,1,1,United States,5,2,1,15
1408,9,1,United States,5,3,1,30
1409,9,1,United States,5,2,1,0
1412,9,1,United States,5,3,1,120
1417,9,1,United States,5,3,1,10
1424,9,1,United States,5,3,1,30
1425,9,5,Australia,5,0,1,10
1428,9,3,Canada,5,3,1,50
1429,9,1,United States,5,2,1,5
1439,9,1,United States,5,3,1,0
1443,9,1,United States,5,3,1,40
1444,9,1,United States,5,3,1,10
1445,9,1,United States,5,3,1,20
1453,9,1,United States,4,1,0,0
1456,9,1,United States,5,1,1,23
1458,1,1,United States,5,2,1,20
1460,9,1,United States,5,3,1,3
1462,1,1,United States,5,0,1,0
1468,9,1,United States,5,2,1,45
1475,1,1,United States,5,2,1,100
1477,1,1,United States,5,0,1,1
1481,9,5,Australia,5,3,1,30
1485,1,1,United States,5,2,1,15
1487,1,1,United States,5,2,1,0
1500,9,1,United States,5,3,1,6
1501,9,1,United States,5,2,1,0
1515,9,3,Canada,5,3,1,300
1516,1,5,Japan,5,3,1,50
1518,1,1,United States,5,0,1,0
1519,9,1,United States,5,3,0,0
1521,1,1,United States,5,3,1,0
1523,1,1,United States,5,2,1,30
1528,9,1,United States,5,3,1,100
1529,9,5,Malaysia,5,0,0,2
1530,9,5,Australia,5,3,0,2
1531,9,1,United States,5,2,1,25
1535,1,1,United States,5,3,1,9
1537,9,5,Hongkong S.A.R,5,3,1,25
1540,9,5,Malaysia,4,1,0,40
1544,9,1,United States,5,3,1,500
1545,9,1,United States,5,3,1,300
1548,9,1,United States,5,3,1,0
1551,9,1,United States,5,3,1,2
1554,9,1,United States,5,2,1,5
1555,9,1,United States,5,3,1,100
1557,9,1,United States,5,3,1,20
1558,9,1,United States,5,3,1,5
1560,9,1,United States,5,3,1,100
1566,9,1,United States,5,3,1,200
1574,9,1,United States,4,2,1,0
1578,9,1,United States,5,3,1,5
1580,1,1,United States,5,2,1,15
1585,9,1,United States,5,3,1,25
1589,9,1,United States,5,2,1,0
1595,9,1,United States,5,1,1,0
1600,1,1,United States,5,1,1,100
1603,1,1,United States,4,1,0,10
1609,9,5,Italy,5,1,1,5
1619,9,1,United States,5,2,1,0
1624,9,5,Belgium,4,1,0,0
1644,1,3,Canada,5,1,1,0
1645,9,4,Brazil,5,3,1,10
1656,1,1,United States,5,1,1,30
1658,1,5,India,5,3,1,5
1660,9,3,Canada,5,1,1,0
1665,9,1,United States,5,3,1,20
1666,1,1,United States,4,1,1,0
1667,9,1,United States,5,3,1,0
1668,9,1,United States,3,1,0,0
1669,9,1,United States,4,2,1,0
1673,1,1,United States,5,3,1,15
1675,9,1,United States,4,3,1,10
1679,9,1,United States,5,1,0,20
1684,9,1,United States,4,2,1,0
1686,9,1,United States,4,1,1,15
1693,1,1,United States,4,1,0,3
1694,1,1,United States,4,3,1,10
1695,1,2,United Kingdom,4,1,0,20
1699,1,2,United Kingdom,5,3,1,50
1700,9,5,Germany,5,2,1,4
1702,9,1,United States,5,3,1,150
1704,9,1,United States,5,2,1,20
1705,9,2,United Kingdom,5,0,1,2
1723,1,1,United States,4,3,1,30
1724,1,1,United States,5,3,1,300
1725,1,1,United States,5,3,1,0
1726,9,1,United States,5,3,1,0
1728,9,1,United States,5,3,1,0
1732,1,1,United States,5,1,1,12
1733,1,1,United States,5,1,1,30
1734,1,5,New Zealand,5,3,1,12
1738,9,1,United States,5,3,1,300
1742,9,1,United States,3,0,1,1
1752,9,1,United States,5,3,1,100
1758,9,5,Germany,4,2,1,20
1762,9,1,United States,5,3,1,50
1764,9,1,United States,5,3,1,50
1766,9,1,United States,5,0,0,0
1769,9,1,United States,4,3,1,0
1770,9,1,United States,4,1,0,2
1772,1,3,Canada,5,3,1,40
1779,9,3,Canada,4,2,1,20
1780,1,1,United States,5,1,1,0
1781,9,1,United States,4,3,0,0
1785,9,1,United States,5,2,1,100
1788,9,1,United States,4,3,1,12
1791,9,3,Canada,4,3,1,0
1798,9,1,United States,5,2,1,80
1808,9,1,United States,5,3,1,0
1810,1,1,United States,5,1,0,10
1819,9,1,United States,5,2,1,1000
1820,9,1,United States,5,1,1,3
1825,9,1,United States,4,2,1,40
1832,9,1,United States,5,3,1,1200
1836,9,1,United States,5,3,1,10
1838,9,1,United States,5,1,1,0
1845,1,1,United States,5,0,1,25
1848,9,1,United States,5,1,1,80
1849,1,1,United States,5,2,1,0
1854,1,1,United States,5,2,1,8
1856,9,1,United States,5,3,1,500
1864,9,1,United States,5,3,0,22
1865,9,5,Norway,5,3,0,10
1866,9,1,United States,5,3,1,10
1867,9,1,United States,4,1,1,4
1878,9,1,United States,4,3,0,0
1881,9,1,United States,5,3,1,40
1883,9,2,United Kingdom,5,2,1,6
1884,9,1,United States,5,3,0,0
1893,1,2,United Kingdom,5,1,0,0
1896,9,1,United States,5,2,0,50
1898,1,1,United States,5,1,1,25
1901,9,1,United States,5,3,1,100
1904,9,5,Mexico,4,3,1,15
1905,9,5,Brunei,5,3,1,6
1912,1,1,United States,4,2,0,50
1914,1,1,United States,5,3,1,20
1915,9,1,United States,4,3,1,25
1917,1,1,United States,5,1,1,3
1924,9,5,Germany,4,0,1,0
1925,9,1,United States,5,2,1,50
1926,1,1,United States,5,3,0,0
1930,1,1,United States,5,1,1,20
1931,1,3,Canada,5,3,1,20
1935,9,1,United States,5,3,1,80
1938,9,1,United States,4,2,1,0
1941,1,1,United States,4,0,1,0
1945,9,1,United States,4,0,1,0
1948,1,3,Canada,5,3,1,75
1950,9,1,United States,5,1,1,0
1953,9,1,United States,3,1,1,50
1955,9,1,United States,5,2,1,10
1956,9,1,United States,5,1,1,5
1958,9,1,United States,3,3,1,21
1963,9,1,United States,5,3,1,10
1964,9,1,United States,5,2,1,20
1971,9,1,United States,5,1,1,0
1977,9,1,United States,5,2,1,0
1980,9,1,United States,4,3,1,3
1985,1,5,Australia,4,1,1,10
1987,9,1,United States,5,2,1,0
1988,1,1,United States,5,1,1,0
1990,9,1,United States,5,1,1,5
1991,9,1,United States,5,1,1,0
1996,1,1,United States,4,2,1,0
2000,1,3,Canada,3,2,0,0
2001,1,5,Malaysia,5,0,0,0
2011,1,2,United Kingdom,5,3,1,5
2014,9,1,United States,5,3,1,10
2023,9,3,Canada,5,3,1,20
2031,1,1,United States,5,3,1,0
2032,9,1,United States,5,1,0,0
2034,9,1,United States,5,2,1,30
2039,9,1,United States,5,3,1,31
2043,9,2,United Kingdom,4,3,0,0
2044,1,1,United States,4,0,1,0
2048,9,1,United States,5,1,0,0
2054,9,1,United States,4,2,1,3
2060,1,1,United States,5,1,0,55
2061,9,1,United States,3,2,0,0
2066,1,2,United Kingdom,5,1,1,2
2067,9,1,United States,4,3,1,3
2072,1,1,United States,3,1,0,0
2082,9,1,United States,4,2,1,0
2084,9,1,United States,4,3,1,0
2085,9,1,United States,5,1,1,10
2089,1,3,Canada,5,2,1,30
2090,9,1,United States,5,3,1,10
2091,1,2,United Kingdom,4,2,0,30
2093,9,5,Malaysia,5,2,1,1
2095,9,1,United States,5,3,0,7
2102,9,1,United States,4,3,0,3
2106,1,1,United States,5,3,1,5
2108,1,1,United States,3,3,1,0
2111,9,3,Canada,5,3,1,3
2112,1,1,United States,4,3,1,0
2115,1,1,United States,5,0,1,0
2122,1,1,United States,4,2,1,8
2123,9,1,United States,5,1,0,10
2126,1,1,United States,5,3,1,0
2130,9,1,United States,5,2,1,20
2134,9,1,United States,4,1,1,0
2136,1,5,Finland,5,3,1,100
2137,1,1,United States,5,2,1,5
2138,9,5,Lebanon,5,2,1,0
2144,9,5,Lebanon,5,2,1,14
2146,9,5,Ireland,5,2,1,5
2148,9,1,United States,4,2,1,3
2153,9,5,Turkey,4,3,1,3
2155,9,2,United Kingdom,5,2,1,10
2157,9,5,Belgium,4,2,0,100
2158,9,1,United States,5,2,1,2
2160,9,1,United States,4,2,0,0
2163,1,1,United States,5,2,1,20
2164,1,2,United Kingdom,5,3,1,6
2167,9,1,United States,4,2,1,15
2170,9,2,United Kingdom,4,3,1,500
2183,9,1,United States,5,3,0,5
2184,9,2,United Kingdom,5,1,1,0
2185,1,1,United States,5,3,1,2
2188,9,1,United States,5,2,1,0
2192,9,1,United States,4,3,1,0
2199,1,2,United Kingdom,5,3,1,0
2200,1,1,United States,5,1,0,250
2206,1,1,United States,5,3,1,10
2207,1,1,United States,4,3,0,50
2209,9,1,United States,4,1,0,30
2210,9,1,United States,5,0,1,3
2211,9,1,United States,4,1,1,0
2212,1,1,United States,4,1,1,5
2217,9,1,United States,5,3,0,0
2218,9,1,United States,4,3,1,100
2225,9,1,United States,4,1,1,2
2231,9,1,United States,5,3,1,0
2233,9,1,United States,5,0,1,0
2234,9,1,United States,5,3,1,5
2236,1,1,United States,4,1,1,0
2239,9,1,United States,4,2,1,0
2248,9,1,United States,4,1,1,0
2249,9,1,United States,5,2,1,10
2250,9,1,United States,5,3,1,100
2253,9,1,United States,4,2,1,0
2260,9,2,United Kingdom,5,3,1,0
2264,1,1,United States,4,2,1,0
2265,9,1,United States,5,1,1,0
2267,9,1,United States,4,3,1,25
2269,1,1,United States,5,1,1,0
2271,1,2,United Kingdom,5,3,1,0
2277,1,2,United Kingdom,4,1,1,5
2286,9,5,Cape Verde,5,1,1,200
2294,9,1,United States,5,3,1,0
2295,9,1,United States,4,0,0,0
2297,9,2,United Kingdom,5,2,1,15
2302,9,1,United States,3,3,1,0
2305,1,1,United States,4,2,0,0
2309,9,1,United States,4,1,1,0
2310,1,1,United States,5,3,1,10
2312,9,1,United States,5,1,1,15
2313,9,1,United States,5,1,1,0
2317,1,1,United States,4,1,1,60
2318,1,1,United States,4,3,1,2
2331,9,2,United Kingdom,4,1,1,0
2333,9,1,United States,5,0,0,0
2334,1,1,United States,4,3,1,62
2336,9,1,United States,5,1,0,0
2338,9,1,United States,4,1,1,30
2339,9,1,United States,4,2,1,0
2346,9,1,United States,5,2,1,0
2347,9,1,United States,5,2,1,0
2352,1,1,United States,5,0,1,0
2353,1,1,United States,4,1,0,0
2357,1,1,United States,4,3,1,43
2358,1,1,United States,4,1,1,1
2361,1,1,United States,5,3,1,2
2363,1,1,United States,4,2,0,5
2366,1,1,United States,4,1,0,2
2375,1,1,United States,5,3,0,15
2378,1,1,United States,2,1,1,0
2381,9,1,United States,3,3,1,18
2382,9,1,United States,4,1,0,14
2386,9,1,United States,5,3,1,0
2387,9,3,Canada,5,1,1,48
2392,9,1,United States,3,3,0,0
2395,9,1,United States,4,1,1,0
2398,9,1,United States,3,3,1,0
2399,9,5,Australia,4,3,1,0
2400,9,1,United States,5,3,0,2
2405,1,1,United States,5,1,0,0
2407,9,1,United States,3,1,0,0
2408,9,1,United States,3,3,1,0
2409,9,1,United States,5,3,1,3
2410,9,1,United States,5,2,0,0
2420,1,1,United States,4,1,1,5
2424,1,1,United States,5,3,1,3
2425,9,1,United States,5,3,0,0
2429,9,1,United States,4,0,1,4
2431,9,1,United States,5,2,1,0
2432,1,1,United States,5,3,1,0
2436,1,5,Australia,4,2,1,10
2437,1,1,United States,5,3,1,12
2441,9,1,United States,5,1,1,0
