"vf_age","vf_party","vf_racename","vf_female","tolerance.t0","tolerance.t1","tolerance.t2","tolerance.t3","tolerance.t4","treatment.delivered","treat_ind"
29,"D","African American",0,-1.940303318255,-2.23045673801869,-0.679679228685867,-1.16951754532632,NA,FALSE,0
35,"D","African American",1,-0.0845401336505679,0.807246958762083,0.742843980937069,0.94629449482901,0.279987153373725,TRUE,1
72,"N","African American",1,-0.0845401336505679,NA,NA,NA,NA,FALSE,0
63,"D","African American",1,-0.0845401336505679,-0.0961481004795024,-0.1575080214004,0.0242335012548508,-0.0304401299463182,TRUE,1
51,"N","Caucasian",1,0.144804956482562,-0.321581287218878,-0.15609392260498,-0.244166184914216,0.281483487531448,FALSE,0
26,"D","African American",1,-0.0721288443019816,-0.0961481004795024,-0.00898264613784259,-0.10922156475095,-0.312393899792471,FALSE,0
62,"D","African American",1,0.986794525085087,1.06734309638099,NA,0.0483257911663459,0.643182884746324,TRUE,1
20,"D","African American",0,-0.0760326627220169,-0.616735913164824,NA,NA,-0.0304401299463182,TRUE,1
51,"D","African American",1,1.51584880610904,NA,NA,NA,NA,TRUE,1
72,"D","African American",0,-1.14865817093488,NA,NA,NA,NA,TRUE,1
37,"R","Caucasian",0,-0.0845401336505679,NA,NA,-0.393871288302399,NA,FALSE,0
51,"R","Caucasian",1,-0.862451872156486,-0.460891853878932,-0.873159384464663,-0.998580266776308,-0.729949376770199,FALSE,0
53,"R","Caucasian",1,2.03510476672724,1.60693832084327,2.08692801345187,1.76761300417175,1.94212979971705,FALSE,1
66,"D","Hispanic",1,0.593273777679281,1.29632277789733,0.633987377347157,0.737621760009993,0.426163177253403,TRUE,1
64,"D","African American",1,-0.234590613433666,-0.462751893554274,-0.0946852968282516,-0.0330514826132637,0.282793296215502,FALSE,0
57,"D","Caucasian",1,1.04135083020063,-0.013573633544444,0.339496944201176,0.175396643696046,0.282066516555502,FALSE,0
39,"D","African American",1,0.687477102869628,NA,NA,NA,0.257429985394656,FALSE,0
61,"N","Hispanic",0,0.176728613179979,0.755395110181884,0.301897353235791,0.201999409506038,0.889580033380886,FALSE,0
82,"D","Hispanic",1,0.157100702380048,-0.0961481004795024,NA,NA,NA,TRUE,1
75,"D","African American",0,-0.59006268545456,NA,NA,NA,0.100962276310345,FALSE,0
50,"D","African American",1,0.434715826967632,1.03981827406931,0.847613768141512,1.06495529944092,1.12438755338375,TRUE,1
58,"D","African American",1,-0.0871531025933965,-0.760621858135143,-0.197328754954639,0.316231951314307,-0.0558706833372008,FALSE,0
68,"R","Caucasian",1,2.03510476672724,1.43793236099436,1.50586796208056,1.52288660189034,0.430048457964825,TRUE,1
63,"N","African American",1,-1.3170457120407,NA,NA,NA,NA,FALSE,1
19,"D","African American",1,0.607790723844227,NA,NA,NA,NA,FALSE,0
28,"N","African American",1,-1.27099687785371,-1.67822869766943,-0.462337004048483,-0.935633931720794,-0.816530509345102,TRUE,1
58,"D","African American",1,0.170834111194257,0.755395110181884,0.849572962273932,0.614252637476777,1.19344060500326,FALSE,0
22,"N","African American",0,1.45949433938982,1.3818989718516,1.00312958919041,1.03675856033156,0.863127293321139,FALSE,0
40,"D","Hispanic",0,0.802599188337112,-0.0961481004795024,-0.0213130465999309,0.0242335012548508,-0.180584467873686,FALSE,0
25,"D","African American",1,-0.0845401336505679,-0.0961481004795024,-0.0351056956046811,0.166558363030575,0.277001933956603,FALSE,0
23,"D","African American",1,0.757564978403057,-0.0961481004795024,NA,1.37482265378681,NA,TRUE,1
41,"D","African American",1,-0.104168044450498,0.223331852035167,NA,-0.861470207406538,-0.340403081723601,FALSE,0
58,"R","Hispanic",0,-1.46841831128942,NA,NA,NA,NA,TRUE,1
58,"N","Caucasian",1,-0.664361874620708,-0.325151924813383,-0.484180698856081,-0.162158773453827,-0.312006492602986,TRUE,1
31,"D","African American",1,1.21863704070995,-0.100792801953718,0.0341405441948735,1.49839234998116,0.575796061663482,TRUE,1
65,"D","African American",0,-0.408480317649414,-0.496387619267807,-0.753849176357482,-0.541683601735175,NA,TRUE,1
55,"D","Caucasian",1,0.375440896092899,0.636908555659999,0.838645569133002,0.553214759257501,0.572825808074521,TRUE,1
48,"N","African American",1,-0.607077627311662,-0.470287006490994,-0.870650676452023,-0.884534720224014,-1.55379002180745,TRUE,1
81,"D","African American",1,-2.20418503402838,-0.989625682469023,-0.55446562559225,-0.557534798940507,0.65226729233251,TRUE,1
19,"N","Hispanic",0,-0.0845401336505679,-1.02884471516223,0.0697853853928588,-0.404255531834461,NA,FALSE,0
85,"R","Caucasian",1,-1.12223724754782,NA,-0.764765478024151,-0.330820534104979,-1.04332048005794,FALSE,0
43,"R","Hispanic",1,-0.870290778984972,-0.982945868491884,-0.0866788633403902,-0.543544876586131,-0.635877966389354,TRUE,1
57,"D","African American",1,-1.42366032657963,-1.57911924985467,-1.22218932206807,NA,NA,FALSE,0
57,"R","Caucasian",1,1.20673306348783,1.51074198038718,0.922356368863425,1.41253355861068,1.01819538020861,TRUE,1
57,"R","Caucasian",1,0.432102858024804,-0.0961481004795024,NA,0.744760110272102,NA,TRUE,1
58,"D","African American",0,-2.18116061693488,-0.874026392788482,-1.39834866067573,NA,-0.655337941618187,FALSE,1
42,"D","African American",1,2.01208034963375,1.35389169213167,0.491984775187826,1.05819401757182,0.950916492979594,TRUE,1
69,"D","Caucasian",0,1.77122305095387,1.57244729617016,1.17877560817768,1.33782151552601,1.45068399254871,FALSE,0
49,"D","African American",1,-2.20418503402838,-1.89177160500332,-1.99335913185127,-2.05721009511729,-1.39974412158884,FALSE,0
31,"D","African American",1,-0.0845401336505679,0.173865514391473,-0.198940596179467,-0.185326353615213,-0.28376885068896,TRUE,1
50,"D","African American",1,-0.181240884332643,-1.16876618479034,-1.38862759065496,-0.314942320761151,-0.675303551259587,FALSE,0
36,"D","African American",1,-1.12305205488697,-0.988376545761731,-0.909560707589806,-1.2951505246498,-0.83904022802754,TRUE,1
50,"D","Caucasian",0,0.687477102869628,0.801269814034694,1.15480137776008,0.395726178458914,1.11026113414142,FALSE,0
56,"D","Caucasian",1,0.687477102869628,1.73578132937885,1.68050090672326,1.94982967211306,1.57258540451712,TRUE,1
55,"D","African American",0,0.665351766577969,0.587244449292554,NA,NA,NA,FALSE,0
27,"D","Caucasian",1,-1.22494804366671,-0.746630289683945,0.362244454378135,0.022559738256429,-0.239438425470691,FALSE,0
38,"N","Hispanic",1,-0.0845401336505679,-0.546226798462832,-1.09981833135576,-0.562767400783664,-1.35147067499327,FALSE,1
43,"D","African American",1,-0.0845401336505679,0.76677878936158,0.893702640446696,0.655785598927018,0.898744752575707,TRUE,1
23,"D","African American",0,-2.20418503402838,-0.947691311140889,-1.99120422753542,-1.76521164505784,-2.1441503015595,FALSE,0
58,"D","African American",1,-1.37581333078896,NA,NA,NA,NA,FALSE,0
37,"D","African American",1,-0.617529503082976,-0.985661207126807,-0.496665974556715,-0.263402941375558,-0.924276526601375,FALSE,0
77,"D","African American",1,-1.1931399304204,-0.947691311140889,-0.909560707589806,-1.34822510221605,-0.924007553213776,TRUE,1
62,"D","African American",0,-0.595288623340217,0.24148566455233,-0.334592507888923,-0.414661618394364,-0.322971254281019,TRUE,1
75,"D","African American",1,-0.856557370170764,-1.7053596822334,-0.979805967613926,NA,-1.52754246462221,FALSE,0
56,"D","African American",1,-0.986588170478563,-0.687397404798228,-0.113600624972021,-0.00721489207547425,-0.456897586152492,FALSE,0
26,"D","African American",0,-1.43216779750818,-1.33702429504309,-0.331649982882551,-0.260494474033566,-0.0468088466937654,TRUE,1
21,"D","African American",0,-0.578666020358912,-0.500721789540193,NA,NA,NA,TRUE,1
30,"D","African American",0,0.277840494408559,1.42043777841282,1.03791090510818,NA,NA,TRUE,1
51,"D","African American",1,-0.637126143894492,NA,NA,NA,NA,FALSE,0
18,"D","African American",1,2.03510476672724,2.06568535937137,1.75518227537982,1.917512816925,2.08327004166687,FALSE,0
42,"D","Hispanic",1,2.03510476672724,2.06568535937137,0.967441666685512,1.42146737385376,1.78017451680472,FALSE,0
72,"D","African American",0,-0.606409063211597,-0.294911763866773,-0.0679916871618241,-0.282625465573091,0.71831651138027,FALSE,0
66,"D","African American",1,-0.360325826646061,-0.426052130472025,0.25323180731685,0.124501117658481,0.259592381912701,FALSE,0
60,"D","African American",1,-0.52270332231506,0.728808893375661,-0.367883214840505,1.61644986173055,0.0904912564301298,FALSE,0
24,"D","African American",1,-0.149402071298339,-0.332571128650863,-0.51922696949384,-0.868447807815344,-0.201351680696033,TRUE,0
68,"D","Hispanic",1,1.71327023954476,NA,NA,NA,NA,TRUE,1
62,"D","African American",0,-1.28500651189218,NA,NA,NA,NA,FALSE,1
68,"D","Hispanic",1,-0.0845401336505679,0.659174626908259,-0.49294092797408,0.474295360447801,1.02725721685205,FALSE,0
56,"D","Caucasian",1,0.685371446053268,1.39724712637352,0.916161721884922,1.03142990731423,0.677679197095802,FALSE,0
46,"D","African American",1,0.432102858024804,0.755395110181884,0.755940436736384,0.485198704768507,0.597929647411919,FALSE,0
67,"D","Caucasian",0,-0.0845401336505679,-0.0961481004795024,-0.0213130465999309,0.0242335012548508,-0.0304401299463182,FALSE,1
19,"N","Hispanic",0,0.687477102869628,NA,NA,NA,NA,FALSE,1
43,"N","Hispanic",1,0.687477102869628,0.911369103281439,1.01953765390309,1.09200042691734,0.967631397346186,FALSE,0
45,"N","Hispanic",0,-0.0845401336505679,0.0869568771840279,0.711766146248634,0.0242335012548508,-0.0239086234447528,FALSE,0
50,"D","Caucasian",0,0.426208356039081,NA,NA,NA,NA,FALSE,0
33,"N","Caucasian",0,0.687477102869628,0.0869568771840279,0.730739639589475,0.753598390937573,0.993757423352447,TRUE,1
19,"N","Hispanic",0,-0.918137774775642,-0.581481355813828,-1.17887283356006,-1.04430721044387,-1.14520057774981,FALSE,0
39,"D","African American",1,-0.291759887492039,-0.0961481004795024,-0.453181272973864,-0.116601806363409,-0.478637981079687,TRUE,1
36,"D","African American",1,-1.15638210451269,-1.85507184192107,-1.8571641570508,-1.77256037156584,-1.6874892536939,FALSE,1
25,"D","African American",0,-0.910298867947156,NA,NA,NA,NA,TRUE,1
54,"D","Caucasian",1,0.687477102869628,NA,NA,NA,NA,TRUE,1
37,"R","Caucasian",1,-0.0845401336505679,-0.589386163680719,-0.444451669135656,-0.435242148101341,NA,FALSE,0
62,"D","Hispanic",0,0.687477102869628,-0.489731948108207,0.543807629568099,0.634753377484704,0.865680194405759,FALSE,1
51,"D","Hispanic",1,-0.0845401336505679,0.26467631659163,NA,NA,0.564747066061654,TRUE,1
42,"D","African American",1,-0.348421849423943,0.27923679561812,-0.182300387085695,-1.06880798050776,-0.478631576552626,FALSE,0
51,"D","African American",0,-0.510491849880259,-2.25798156033038,-2.12955410665174,-1.51743161446423,-2.1441503015595,FALSE,0
45,"D","African American",1,0.940238378771624,0.755395110181884,0.114881928200538,0.572437283455033,0.50239192779274,TRUE,1
40,"D","African American",1,0.179341582122808,-0.0961481004795024,NA,NA,NA,FALSE,0
62,"D","African American",0,-0.339914378495393,NA,NA,NA,NA,TRUE,1
53,"D","African American",1,0.420982418153424,-0.167163815407283,-0.0603461594636398,0.157720082365104,-0.340345341057716,TRUE,1
65,"D","African American",1,-1.37581333078896,NA,NA,NA,NA,TRUE,1
54,"N","Caucasian",1,1.46979997192205,1.17744238562774,1.46404719944903,1.34926708046785,1.02243635044333,FALSE,0
52,"D","African American",1,0.687477102869628,0.0873507149317386,-0.1575080214004,0.166558363030575,0.118778854016368,FALSE,0
64,"D","Caucasian",1,0.687477102869628,0.308031750833477,1.00312958919041,0.895923252713298,1.13644490081357,FALSE,0
24,"D","African American",1,1.61855960222794,1.33326544871725,2.08692801345187,2.10567709762699,1.06346452397423,FALSE,0
56,"D","African American",1,-0.0845401336505679,-0.134117996465422,-0.0213130465999309,0.03161374286731,0.118452139962883,FALSE,1
25,"N","Hispanic",1,1.34316567790782,-0.0961481004795024,1.3319328022561,1.34946908874601,1.20357272267117,FALSE,0
55,"D","Hispanic",1,-0.660150560987988,-0.554895139007605,-0.478666294432339,-0.584929287486018,-0.77478856925109,FALSE,0
59,"R","Caucasian",1,0.168221142251428,0.716176077488673,1.00312958919041,0.435577008942996,0.863127293321139,TRUE,1
56,"N","Hispanic",0,0.53532096627017,NA,NA,NA,NA,FALSE,1
66,"N","Hispanic",1,-0.0845401336505679,0.714709875561041,0.971825695387484,0.901774814299809,0.559754058969519,FALSE,0
46,"N","Hispanic",1,-0.0845401336505679,0.0869568771840279,-0.0213130465999309,0.0242335012548508,-0.165855956663207,FALSE,1
47,"D","African American",0,0.168221142251428,-0.542262323120617,-0.835823927713029,-0.264917389137696,-0.172500202300166,FALSE,0
34,"N","Caucasian",0,0.768961643498705,1.71491217822676,1.79851818699073,1.88690113649475,1.95263991163556,TRUE,1
24,"D","African American",0,-1.18268805464908,-2.25798156033038,-2.12955410665174,-2.05721009511729,-1.58089618997417,TRUE,1
46,"D","Caucasian",0,-2.20418503402838,-1.57691051144553,-0.784365449469882,-0.714040310066279,-0.800219122641973,FALSE,1
65,"D","African American",1,-1.43216779750818,NA,NA,NA,NA,TRUE,1
42,"N","Hispanic",1,-0.0845401336505679,0.679870152154135,0.892699065963599,NA,0.699381824509604,FALSE,0
56,"R","Caucasian",0,0.168221142251428,0.708665107369492,0.700295690016691,0.609815490108837,NA,TRUE,1
30,"D","African American",1,-0.660150560987988,NA,NA,NA,NA,TRUE,1
77,"R","Caucasian",0,0.687477102869628,1.03064333329875,0.25323180731685,NA,0.132648958288133,TRUE,1
72,"D","African American",1,-0.915524805832813,-0.808335605466916,-0.635015853673026,-0.565824760835559,-0.783136284651556,TRUE,1
26,"N","Hispanic",0,1.96603151544675,2.06568535937137,1.23750651015669,2.10567709762699,1.47973513025843,TRUE,1
30,"D","African American",1,-1.62857460669096,-2.25798156033038,-1.96368123761571,NA,NA,FALSE,0
60,"D","Caucasian",0,1.51584880610904,1.17220777738185,1.47028268137241,1.37631220794427,0.256946156122559,FALSE,1
59,"N","Caucasian",0,0.157100702380048,0.585601474837552,0.587232055307152,1.0187440564761,1.18903007140664,TRUE,1
80,"D","Caucasian",1,-0.843446816934125,-1.00225849835601,-0.470542925089876,-1.17088529415617,-0.752394746216925,FALSE,0
48,"R","Caucasian",1,0.168221142251428,0.746220169411322,0.428704452580544,0.0154343464578637,-0.0304401299463182,FALSE,0
24,"D","African American",0,-1.17889920947972,-0.553035099332263,-0.999443817838878,0.0727041800417093,-1.02445274021324,FALSE,0
62,"D","African American",1,-0.0845401336505679,-0.321187449471167,-0.49084710221226,-0.118130486389357,-0.179601373243118,TRUE,0
54,"D","Hispanic",1,0.434715826967632,0.572290132518353,-0.438583826537719,-0.0505176676983078,0.102352396603034,FALSE,0
59,"R","Hispanic",0,-0.601183125325939,-0.279253078143033,-0.909560707589806,-0.982681887585695,-0.77478856925109,FALSE,0
35,"D","Hispanic",1,1.85090942997927,1.9372361885835,1.80826159347135,1.85550966847011,1.61190258327532,FALSE,0
19,"N","Caucasian",0,0.165608173308599,1.39724712637352,1.11846623230322,1.10047892203045,1.33892160236209,TRUE,1
42,"N","Hispanic",0,0.952257899444841,1.10404285946324,1.06947873680482,1.18699631560933,1.43259548898497,FALSE,0
58,"N","Caucasian",1,0.214777288564891,0.362205100300889,0.554911463300877,0.382919382841934,0.536516384203233,FALSE,0
80,"D","Caucasian",0,1.59764084195081,1.84336134901463,1.37429054271204,1.61644986173055,1.90038785962304,FALSE,0
56,"D","Caucasian",0,0.777469114427256,0.309280887540769,0.791385123385927,0.752883380020049,0.423664564777721,FALSE,0
44,"D","African American",1,0.605685067027867,-0.542262323120617,-0.165481798060696,0.00497185118883422,-0.337824453183353,TRUE,1
18,"N","Hispanic",1,0.432102858024804,-0.0961481004795024,0.567597394787869,-0.0944925966304844,0.56991060889678,FALSE,0
46,"D","Hispanic",1,-0.342527347438221,0.142400359555111,-0.0207699835089174,-0.973817175353467,-0.123656210296794,FALSE,0
52,"R","Hispanic",1,-1.940303318255,NA,NA,-2.05721009511729,-2.1441503015595,FALSE,0
49,"R","Caucasian",0,-1.940303318255,NA,-1.5260349738422,-1.83843413398505,-1.19485190053755,FALSE,0
37,"R","Hispanic",0,-1.12305205488697,-0.30717173820243,-1.38706853986243,-0.613134257301036,-0.642322756755222,FALSE,1
83,"R","Hispanic",0,-2.20418503402838,-1.89177160500332,-1.8571641570508,-1.14160632240175,-1.2824582220488,TRUE,1
77,"R","Caucasian",0,-1.17940652160619,-1.40643834966899,-0.909560707589806,-2.05721009511729,-1.11995274826074,FALSE,0
66,"R","Hispanic",1,-1.43478076645101,-1.40643834966899,-2.12955410665174,-2.05721009511729,-1.11995274826074,FALSE,0
64,"D","Caucasian",0,0.170834111194257,0.349966122161612,0.40840027545816,0.451232980186699,0.418084435240536,FALSE,0
72,"D","Hispanic",1,1.45789599469993,0.75267977154696,1.28082392328258,1.43346125756602,1.76031102391242,FALSE,0
40,"D","Hispanic",1,0.434715826967632,0.754145973474592,1.02558867062864,0.895923252713298,0.863127293321139,FALSE,0
24,"N","Hispanic",0,0.423595387096253,NA,NA,NA,NA,FALSE,0
55,"D","African American",0,-0.0845401336505679,-0.764586333477358,-0.651834442698025,0.0301241887098458,-0.628125938429972,TRUE,1
47,"N","Caucasian",1,0.423595387096253,0.755395110181884,0.446066104696556,0.614252637476777,0.581173523474987,FALSE,0
68,"D","Hispanic",1,-1.36469289091758,-0.547869772917835,-0.251119998410921,0.319196827365426,-0.955882896970527,FALSE,1
69,"D","Caucasian",1,0.179341582122808,0.308031750833477,1.49274176281063,0.75355926506909,1.34836485598445,TRUE,1
51,"N","Hispanic",0,-1.940303318255,-2.12035744877195,-2.08974461808309,-1.74675316357613,-1.84880680465673,FALSE,0
72,"D","Caucasian",0,-2.20418503402838,-1.39938884076168,-0.164223437818767,-1.11762650774896,-1.13046286017925,FALSE,0
69,"R","Hispanic",0,-2.20418503402838,-2.25798156033038,-1.99120422753542,-1.77553947988077,-1.10971160972983,TRUE,1
64,"D","Caucasian",1,0.168221142251428,0.4080798041537,0.463749706392026,0.182776885308505,0.273789200237952,FALSE,0
